PROJECT,YEAR,MONTH,DAY,ECOREGION,CLUSTER,PLOT_ID,PLOT_ID_ALT,PLOT_ID_AMERIFLUX,LATITUDE,LONGITUDE,ELEVATION,MAT,MAP,SOIL_DEPTH,SOIL_LAYER,UPPER_DEPTH_OF_SOIL_LAYER,LOWER_DEPTH_OF_SOIL_LAYER,BULK_DENSITY_OF_SOIL_LAYER,CARBON_CONTENT_OF_SOIL_LAYEL,NITROGEN_CONTENT_OF_SOIL_LAYER,PH_OF_SOIL_LAYER,VOLUME_FRACTION_OF_SAND_IN_SOIL_LAYER,VOLUME_FRACTION_OF_SILT_IN_SOIL_LAYER,VOLUME_FRACTION_OF_CLAY_IN_SOIL_LAYER
,,,,,,,,,decimal degree,decimal degree,m,degree C,mm,cm,,cm,cm,kg/m2,gC/m2,gN/m2,,percent,percent,percent
EPA,2001,10,3,Coast Range,Cascade Head,1,none,none,45.1024,-123.8816,227,10.4,2489,85,top,0,20,110,10020,630,4.73,47,42,11
EPA,2001,10,3,Coast Range,Cascade Head,1,none,none,45.1024,-123.8816,227,10.4,2489,85,middle,20,50,198,11190,710,4.77,46,39,15
EPA,2001,10,3,Coast Range,Cascade Head,1,none,none,45.1024,-123.8816,227,10.4,2489,85,bottom,50,100,510,18580,1150,4.83,43,39,18
EPA,2001,8,8,Coast Range,Cascade Head,2,none,none,45.0974,-123.8972,320,10.29,2572,81,top,0,20,66,12780,590,4.33,58,30,12
EPA,2001,8,8,Coast Range,Cascade Head,2,none,none,45.0974,-123.8972,320,10.29,2572,81,middle,20,50,147,17410,820,4.97,52,39,9
EPA,2001,8,8,Coast Range,Cascade Head,2,none,none,45.0974,-123.8972,320,10.29,2572,81,bottom,50,100,380,24480,1330,5.15,47,42,11
EPA,2001,7,27,Coast Range,Cascade Head,3,none,none,45.1122,-123.8841,138,10.32,2562,94,top,0,20,108,8800,460,4.48,43,35,22
EPA,2001,7,27,Coast Range,Cascade Head,3,none,none,45.1122,-123.8841,138,10.32,2562,94,middle,20,50,180,9030,490,4.69,34,33,33
EPA,2001,7,27,Coast Range,Cascade Head,3,none,none,45.1122,-123.8841,138,10.32,2562,94,bottom,50,100,455,13390,730,4.76,37,26,37
EPA,2001,9,19,Coast Range,Cascade Head,6,none,none,45.0894,-123.8816,344,10.16,2665,100,top,0,20,82,9620,420,4.5,49,34,17
EPA,2001,9,19,Coast Range,Cascade Head,6,none,none,45.0894,-123.8816,344,10.16,2665,100,middle,20,50,243,10050,560,4.9,37,40,23
EPA,2001,9,19,Coast Range,Cascade Head,6,none,none,45.0894,-123.8816,344,10.16,2665,100,bottom,50,100,540,8770,520,5.07,36,36,28
EPA,2001,9,19,Coast Range,Cascade Head,7,none,none,45.092,-123.8807,319,10.16,2665,100,top,0,20,86,8340,480,4.47,55,36,9
EPA,2001,9,19,Coast Range,Cascade Head,7,none,none,45.092,-123.8807,319,10.16,2665,100,middle,20,50,186,11310,610,4.59,46,38,16
EPA,2001,9,19,Coast Range,Cascade Head,7,none,none,45.092,-123.8807,319,10.16,2665,100,bottom,50,100,460,13090,760,4.91,45,33,22
EPA,2001,9,20,Coast Range,Cascade Head,9,none,none,45.0699,-123.8949,241,9.95,2827,78,top,0,20,102,12310,650,4.53,54,33,13
EPA,2001,9,20,Coast Range,Cascade Head,9,none,none,45.0699,-123.8949,241,9.95,2827,78,middle,20,50,141,7610,440,4.63,42,32,26
EPA,2001,9,20,Coast Range,Cascade Head,9,none,none,45.0699,-123.8949,241,9.95,2827,78,bottom,50,100,220,6470,360,4.63,35,30,35
EPA,2001,9,20,Coast Range,Cascade Head,10,none,none,45.0679,-123.8882,272,9.95,2827,100,top,0,20,98,13380,680,4.4,53,33,14
EPA,2001,9,20,Coast Range,Cascade Head,10,none,none,45.0679,-123.8882,272,9.95,2827,100,middle,20,50,204,14630,880,4.83,42,37,21
EPA,2001,9,20,Coast Range,Cascade Head,10,none,none,45.0679,-123.8882,272,9.95,2827,100,bottom,50,100,340,15940,1000,4.9,32,40,28
EPA,2001,7,28,Coast Range,Cascade Head,11,none,none,45.0819,-123.9038,281,9.95,2827,100,top,0,20,78,9780,510,4.59,54,39,7
EPA,2001,7,28,Coast Range,Cascade Head,11,none,none,45.0819,-123.9038,281,9.95,2827,100,middle,20,50,177,12360,680,5.01,39,46,15
EPA,2001,7,28,Coast Range,Cascade Head,11,none,none,45.0819,-123.9038,281,9.95,2827,100,bottom,50,100,330,8760,880,5.19,48,40,12
EPA,2001,10,6,Coast Range,Cascade Head,12,none,none,45.0445,-123.9007,267,10,2539,67,top,0,20,98,17360,710,4.87,56,37,7
EPA,2001,10,6,Coast Range,Cascade Head,12,none,none,45.0445,-123.9007,267,10,2539,67,middle,20,50,162,17970,800,5.13,60,34,6
EPA,2001,10,6,Coast Range,Cascade Head,12,none,none,45.0445,-123.9007,267,10,2539,67,bottom,50,100,180,13370,670,5.3,62,32,6
EPA,2001,8,23,Cascades,HJ Andrews,13,none,none,44.2576,-122.2012,809,9.22,2152,100,top,0,20,94,5100,160,5.71,-9999,-9999,-9999
EPA,2001,8,23,Cascades,HJ Andrews,13,none,none,44.2576,-122.2012,809,9.22,2152,100,middle,20,50,207,4880,200,5.64,-9999,-9999,-9999
EPA,2001,8,23,Cascades,HJ Andrews,13,none,none,44.2576,-122.2012,809,9.22,2152,100,bottom,50,100,400,4190,220,5.56,-9999,-9999,-9999
EPA,2001,8,23,Cascades,HJ Andrews,14,none,none,44.2515,-122.2018,835,9.22,2152,77,top,0,20,144,8630,300,5.63,51,32,17
EPA,2001,8,23,Cascades,HJ Andrews,14,none,none,44.2515,-122.2018,835,9.22,2152,77,middle,20,50,303,4870,230,5.9,36,39,25
EPA,2001,8,23,Cascades,HJ Andrews,14,none,none,44.2515,-122.2018,835,9.22,2152,77,bottom,50,100,420,4220,210,5.83,32,39,29
EPA,2001,9,15,Cascades,HJ Andrews,15,none,none,44.2588,-122.2041,784,9.22,2152,65,top,0,20,154,7110,180,5.57,43,39,18
EPA,2001,9,15,Cascades,HJ Andrews,15,none,none,44.2588,-122.2041,784,9.22,2152,65,middle,20,50,261,5750,210,5.73,41,40,19
EPA,2001,9,15,Cascades,HJ Andrews,15,none,none,44.2588,-122.2041,784,9.22,2152,65,bottom,50,100,310,4580,160,5.73,-9999,-9999,-9999
EPA,2001,8,23,Cascades,HJ Andrews,16,none,none,44.2477,-122.1974,777,9.31,2181,80,top,0,20,160,5150,190,5.47,29,49,22
EPA,2001,8,23,Cascades,HJ Andrews,16,none,none,44.2477,-122.1974,777,9.31,2181,80,middle,20,50,354,5580,260,5.5,26,49,25
EPA,2001,8,23,Cascades,HJ Andrews,16,none,none,44.2477,-122.1974,777,9.31,2181,80,bottom,50,100,445,8970,220,5.4,25,47,28
EPA,2001,8,22,Cascades,HJ Andrews,17,none,none,44.2347,-122.1766,731,9.22,2152,55,top,0,20,136,6280,170,5.73,41,44,15
EPA,2001,8,22,Cascades,HJ Andrews,17,none,none,44.2347,-122.1766,731,9.22,2152,55,middle,20,50,171,7420,160,5.47,48,39,13
EPA,2001,8,22,Cascades,HJ Andrews,17,none,none,44.2347,-122.1766,731,9.22,2152,55,bottom,50,100,650,6500,320,5.9,34,40,26
EPA,2001,9,14,Cascades,HJ Andrews,18,none,none,44.2548,-122.1827,815,9.22,2152,75,top,0,20,118,5580,200,5.57,41,42,17
EPA,2001,9,14,Cascades,HJ Andrews,18,none,none,44.2548,-122.1827,815,9.22,2152,75,middle,20,50,303,4850,200,5.57,34,39,27
EPA,2001,9,14,Cascades,HJ Andrews,18,none,none,44.2548,-122.1827,815,9.22,2152,75,bottom,50,100,630,4220,320,5.57,30,39,31
EPA,2001,9,24,Cascades,HJ Andrews,19,none,none,44.2705,-122.2173,742,9.56,2187,65,top,0,20,62,5440,110,5.13,63,27,10
EPA,2001,9,24,Cascades,HJ Andrews,19,none,none,44.2705,-122.2173,742,9.56,2187,65,middle,20,50,81,3570,70,5.13,-9999,-9999,-9999
EPA,2001,9,24,Cascades,HJ Andrews,19,none,none,44.2705,-122.2173,742,9.56,2187,65,bottom,50,100,100,2840,50,5.13,-9999,-9999,-9999
EPA,2001,9,24,Cascades,HJ Andrews,20,none,none,44.2699,-122.2265,896,9.56,2187,68,top,0,20,60,3840,120,5.2,68,21,11
EPA,2001,9,24,Cascades,HJ Andrews,20,none,none,44.2699,-122.2265,896,9.56,2187,68,middle,20,50,144,4050,150,5.33,51,29,20
EPA,2001,9,24,Cascades,HJ Andrews,20,none,none,44.2699,-122.2265,896,9.56,2187,68,bottom,50,100,270,3330,150,5.65,45,34,21
EPA,2001,8,23,Cascades,HJ Andrews,21,none,none,44.2626,-122.1944,879,9.22,2152,100,top,0,20,104,6480,200,5.58,49,38,13
EPA,2001,8,23,Cascades,HJ Andrews,21,none,none,44.2626,-122.1944,879,9.22,2152,100,middle,20,50,174,4710,180,5.68,38,45,17
EPA,2001,8,23,Cascades,HJ Andrews,21,none,none,44.2626,-122.1944,879,9.22,2152,100,bottom,50,100,265,3660,180,5.74,38,40,22
EPA,2001,8,23,Cascades,HJ Andrews,22,none,none,44.2479,-122.2008,822,9.31,2181,77,top,0,20,138,7950,270,5.83,41,44,15
EPA,2001,8,23,Cascades,HJ Andrews,22,none,none,44.2479,-122.2008,822,9.31,2181,77,middle,20,50,207,4740,190,5.77,28,44,28
EPA,2001,8,23,Cascades,HJ Andrews,22,none,none,44.2479,-122.2008,822,9.31,2181,77,bottom,50,100,405,4280,220,5.8,17,51,32
EPA,2001,8,22,Cascades,HJ Andrews,23,none,none,44.2334,-122.1731,772,9.22,2152,100,top,0,20,146,6840,230,5.6,36,40,24
EPA,2001,8,22,Cascades,HJ Andrews,23,none,none,44.2334,-122.1731,772,9.22,2152,100,middle,20,50,279,6080,250,5.7,34,43,23
EPA,2001,8,22,Cascades,HJ Andrews,23,none,none,44.2334,-122.1731,772,9.22,2152,100,bottom,50,100,540,6570,320,5.63,26,44,30
EPA,2001,9,14,Cascades,HJ Andrews,24,none,none,44.2587,-122.1818,853,9.22,2152,100,top,0,20,146,4780,170,5.61,40,43,17
EPA,2001,9,14,Cascades,HJ Andrews,24,none,none,44.2587,-122.1818,853,9.22,2152,100,middle,20,50,270,4160,190,5.74,34,44,22
EPA,2001,9,14,Cascades,HJ Andrews,24,none,none,44.2587,-122.1818,853,9.22,2152,100,bottom,50,100,540,4600,230,5.82,33,41,26
EPA,2001,8,16,Eastern Cascades Slopes and Foothills,Metolius River,25,820,US-Me5,44.4371,-121.5679,1188,7.9,482,87,top,0,20,192,3700,130,6.54,70,27,3
EPA,2001,8,16,Eastern Cascades Slopes and Foothills,Metolius River,25,820,US-Me5,44.4371,-121.5679,1188,7.9,482,87,middle,20,50,300,1850,90,6.96,67,30,3
EPA,2001,8,16,Eastern Cascades Slopes and Foothills,Metolius River,25,820,US-Me5,44.4371,-121.5679,1188,7.9,482,87,bottom,50,100,415,1930,100,7.02,-9999,-9999,-9999
EPA,2001,8,20,Eastern Cascades Slopes and Foothills,Metolius River,26,none,none,44.4508,-121.6908,941,7.84,521,100,top,0,20,206,5090,150,6.53,77,20,3
EPA,2001,8,20,Eastern Cascades Slopes and Foothills,Metolius River,26,none,none,44.4508,-121.6908,941,7.84,521,100,middle,20,50,351,3810,150,6.93,78,20,2
EPA,2001,8,20,Eastern Cascades Slopes and Foothills,Metolius River,26,none,none,44.4508,-121.6908,941,7.84,521,100,bottom,50,100,625,3790,140,7.1,74,23,3
EPA,2001,9,3,Eastern Cascades Slopes and Foothills,Metolius River,27,none,none,44.4327,-121.6104,1138,7.68,542,70,top,0,20,192,3370,100,6.83,76,20,4
EPA,2001,9,3,Eastern Cascades Slopes and Foothills,Metolius River,27,none,none,44.4327,-121.6104,1138,7.68,542,70,middle,20,50,324,1780,100,7.2,75,20,5
EPA,2001,9,3,Eastern Cascades Slopes and Foothills,Metolius River,27,none,none,44.4327,-121.6104,1138,7.68,542,70,bottom,50,100,170,590,30,7.45,71,22,7
EPA,2001,9,2,Eastern Cascades Slopes and Foothills,Metolius River,28,810,none,44.4277,-121.5852,1129,7.9,482,63,top,0,20,160,1530,80,6.73,76,21,3
EPA,2001,9,2,Eastern Cascades Slopes and Foothills,Metolius River,28,810,none,44.4277,-121.5852,1129,7.9,482,63,middle,20,50,360,2290,110,6.83,70,26,4
EPA,2001,9,2,Eastern Cascades Slopes and Foothills,Metolius River,28,810,none,44.4277,-121.5852,1129,7.9,482,63,bottom,50,100,190,850,40,6.9,-9999,-9999,-9999
EPA,2001,9,2,Eastern Cascades Slopes and Foothills,Metolius River,29,none,none,44.4373,-121.587,1177,7.8,498,77,top,0,20,142,2610,70,6.63,73,18,9
EPA,2001,9,2,Eastern Cascades Slopes and Foothills,Metolius River,29,none,none,44.4373,-121.587,1177,7.8,498,77,middle,20,50,252,3090,80,6.8,70,24,6
EPA,2001,9,2,Eastern Cascades Slopes and Foothills,Metolius River,29,none,none,44.4373,-121.587,1177,7.8,498,77,bottom,50,100,385,3210,60,6.9,55,36,9
EPA,2001,8,17,Eastern Cascades Slopes and Foothills,Metolius River,30,811,US-Me2,44.4513,-121.5575,1254,7.16,600,90,top,0,20,200,4230,140,6.6,69,24,7
EPA,2001,8,17,Eastern Cascades Slopes and Foothills,Metolius River,30,811,US-Me2,44.4513,-121.5575,1254,7.16,600,90,middle,20,50,300,2220,100,6.82,66,27,7
EPA,2001,8,17,Eastern Cascades Slopes and Foothills,Metolius River,30,811,US-Me2,44.4513,-121.5575,1254,7.16,600,90,bottom,50,100,395,1740,90,6.97,-9999,-9999,-9999
EPA,2001,8,21,Eastern Cascades Slopes and Foothills,Metolius River,31,816,none,44.434,-121.6701,925,7.84,521,80,top,0,20,138,3730,100,6.53,69,26,5
EPA,2001,8,21,Eastern Cascades Slopes and Foothills,Metolius River,31,816,none,44.434,-121.6701,925,7.84,521,80,middle,20,50,273,3430,100,6.8,68,27,5
EPA,2001,8,21,Eastern Cascades Slopes and Foothills,Metolius River,31,816,none,44.434,-121.6701,925,7.84,521,80,bottom,50,100,475,3970,80,7.03,65,30,5
EPA,2001,8,20,Eastern Cascades Slopes and Foothills,Metolius River,32,806,none,44.4526,-121.6691,920,7.84,521,77,top,0,20,172,3510,90,6.43,76,20,4
EPA,2001,8,20,Eastern Cascades Slopes and Foothills,Metolius River,32,806,none,44.4526,-121.6691,920,7.84,521,77,middle,20,50,252,2370,80,6.9,74,23,3
EPA,2001,8,20,Eastern Cascades Slopes and Foothills,Metolius River,32,806,none,44.4526,-121.6691,920,7.84,521,77,bottom,50,100,395,1830,80,6.9,75,22,3
EPA,2001,8,21,Eastern Cascades Slopes and Foothills,Metolius River,33,817,none,44.4634,-121.6634,891,7.56,597,88,top,0,20,138,2720,70,6.5,71,24,5
EPA,2001,8,21,Eastern Cascades Slopes and Foothills,Metolius River,33,817,none,44.4634,-121.6634,891,7.56,597,88,middle,20,50,261,2320,80,6.83,69,27,4
EPA,2001,8,21,Eastern Cascades Slopes and Foothills,Metolius River,33,817,none,44.4634,-121.6634,891,7.56,597,88,bottom,50,100,550,3000,70,7.1,63,33,4
EPA,2001,8,21,Eastern Cascades Slopes and Foothills,Metolius River,34,801,US-Me4,44.4982,-121.6249,914,7.95,581,100,top,0,20,176,2590,80,6.76,66,25,9
EPA,2001,8,21,Eastern Cascades Slopes and Foothills,Metolius River,34,801,US-Me4,44.4982,-121.6249,914,7.95,581,100,middle,20,50,327,1580,100,7.09,64,27,9
EPA,2001,8,21,Eastern Cascades Slopes and Foothills,Metolius River,34,801,US-Me4,44.4982,-121.6249,914,7.95,581,100,bottom,50,100,515,1390,100,7.28,-9999,-9999,-9999
EPA,2001,8,21,Eastern Cascades Slopes and Foothills,Metolius River,35,802,none,44.5005,-121.6237,907,7.32,683,60,top,0,20,142,2060,70,6.87,68,28,4
EPA,2001,8,21,Eastern Cascades Slopes and Foothills,Metolius River,35,802,none,44.5005,-121.6237,907,7.32,683,60,middle,20,50,273,1570,80,7.13,67,29,4
EPA,2001,8,21,Eastern Cascades Slopes and Foothills,Metolius River,35,802,none,44.5005,-121.6237,907,7.32,683,60,bottom,50,100,445,2470,90,7.1,59,35,6
EPA,2001,9,3,Eastern Cascades Slopes and Foothills,Metolius River,36,none,none,44.4222,-121.6066,1148,7.47,599,63,top,0,20,156,3670,80,6.47,72,26,2
EPA,2001,9,3,Eastern Cascades Slopes and Foothills,Metolius River,36,none,none,44.4222,-121.6066,1148,7.47,599,63,middle,20,50,213,2200,60,6.6,67,29,4
EPA,2001,9,3,Eastern Cascades Slopes and Foothills,Metolius River,36,none,none,44.4222,-121.6066,1148,7.47,599,63,bottom,50,100,410,2350,80,6.8,53,40,7
EPA,2001,7,24,Cascades,Lookout Mountains,37,none,none,45.8708,-122.097,1228,6.66,2607,50,middle,0,20,142,15890,530,5.07,63,31,6
EPA,2001,7,24,Cascades,Lookout Mountains,37,none,none,45.8708,-122.097,1228,6.66,2607,50,bottom,20,50,186,14010,470,5.13,59,34,7
EPA,2001,7,24,Cascades,Lookout Mountains,38,none,none,45.849,-122.0274,601,7.5,2507,82,top,0,20,82,6100,170,5.27,68,23,9
EPA,2001,7,24,Cascades,Lookout Mountains,38,none,none,45.849,-122.0274,601,7.5,2507,82,middle,20,50,204,8410,250,5.9,58,30,12
EPA,2001,7,24,Cascades,Lookout Mountains,38,none,none,45.849,-122.0274,601,7.5,2507,82,bottom,50,100,345,6970,280,6.07,52,34,14
EPA,2001,7,25,Cascades,Lookout Mountains,39,none,none,45.8596,-122.0736,957,6.66,2607,63,top,0,20,108,5360,120,5.03,58,33,9
EPA,2001,7,25,Cascades,Lookout Mountains,39,none,none,45.8596,-122.0736,957,6.66,2607,63,middle,20,50,186,7270,190,5.33,57,35,8
EPA,2001,7,25,Cascades,Lookout Mountains,39,none,none,45.8596,-122.0736,957,6.66,2607,63,bottom,50,100,180,4940,140,5.25,-9999,-9999,-9999
EPA,2001,7,26,Cascades,Lookout Mountains,40,none,none,45.8141,-122.0101,632,8.61,2393,50,middle,0,20,66,9940,160,4.67,61,32,7
EPA,2001,7,26,Cascades,Lookout Mountains,40,none,none,45.8141,-122.0101,632,8.61,2393,50,bottom,20,50,96,9950,150,4.67,-9999,-9999,-9999
EPA,2001,7,26,Cascades,Lookout Mountains,41,none,none,45.8344,-122.0899,1024,7.43,2698,50,middle,0,20,72,6500,190,5,65,28,7
EPA,2001,7,26,Cascades,Lookout Mountains,41,none,none,45.8344,-122.0899,1024,7.43,2698,50,bottom,20,50,147,8960,280,5,-9999,-9999,-9999
EPA,2001,7,25,Cascades,Lookout Mountains,42,none,none,45.8464,-122.1093,1200,7.68,2839,50,middle,0,20,80,8870,410,4.6,66,28,6
EPA,2001,7,25,Cascades,Lookout Mountains,42,none,none,45.8464,-122.1093,1200,7.68,2839,50,bottom,20,50,174,16000,700,4.7,60,30,10
EPA,2001,6,26,Cascades,Breitenbush Hot Springs,43,none,none,44.7824,-121.8975,1426,7.36,1951,50,middle,0,20,72,10570,280,5.03,46,46,8
EPA,2001,6,26,Cascades,Breitenbush Hot Springs,43,none,none,44.7824,-121.8975,1426,7.36,1951,50,bottom,20,50,132,13110,340,5.23,47,47,6
EPA,2001,8,16,Cascades,Breitenbush Hot Springs,44,none,none,44.8006,-121.9901,889,8.07,1856,93,top,0,20,70,3130,100,5.7,41,35,24
EPA,2001,8,16,Cascades,Breitenbush Hot Springs,44,none,none,44.8006,-121.9901,889,8.07,1856,93,middle,20,50,192,4420,170,5.4,39,34,27
EPA,2001,8,16,Cascades,Breitenbush Hot Springs,44,none,none,44.8006,-121.9901,889,8.07,1856,93,bottom,50,100,450,13160,310,5.37,41,35,24
EPA,2001,7,18,Cascades,Breitenbush Hot Springs,45,none,none,44.763,-121.8859,1476,7.24,1950,50,middle,0,20,74,6360,120,5.1,55,35,10
EPA,2001,7,18,Cascades,Breitenbush Hot Springs,45,none,none,44.763,-121.8859,1476,7.24,1950,50,bottom,20,50,129,9060,160,5.1,-9999,-9999,-9999
EPA,2001,7,17,Cascades,Breitenbush Hot Springs,46,none,none,44.7894,-121.9945,831,8.18,1850,78,top,0,20,68,7900,140,4.9,56,35,9
EPA,2001,7,17,Cascades,Breitenbush Hot Springs,46,none,none,44.7894,-121.9945,831,8.18,1850,78,middle,20,50,105,4600,130,5.23,48,42,10
EPA,2001,7,17,Cascades,Breitenbush Hot Springs,46,none,none,44.7894,-121.9945,831,8.18,1850,78,bottom,50,100,420,4310,150,5.65,40,47,13
EPA,2001,7,17,Cascades,Breitenbush Hot Springs,47,none,none,44.7723,-121.9007,1303,7.36,1951,55,top,0,20,76,3170,50,5.17,46,48,6
EPA,2001,7,17,Cascades,Breitenbush Hot Springs,47,none,none,44.7723,-121.9007,1303,7.36,1951,55,middle,20,50,111,2830,40,5.17,-9999,-9999,-9999
EPA,2001,7,17,Cascades,Breitenbush Hot Springs,47,none,none,44.7723,-121.9007,1303,7.36,1951,55,bottom,50,100,125,2420,20,5.1,-9999,-9999,-9999
EPA,2001,7,17,Cascades,Breitenbush Hot Springs,48,none,none,44.7855,-121.8935,1386,7.35,1938,50,middle,0,20,64,5140,120,5.37,50,44,6
EPA,2001,7,17,Cascades,Breitenbush Hot Springs,48,none,none,44.7855,-121.8935,1386,7.35,1938,50,bottom,20,50,150,8140,190,5.37,-9999,-9999,-9999
EPA,2001,8,15,Cascades,Battle Ax,49,none,none,44.7782,-122.1476,1321,8,2534,50,top,0,20,62,23740,420,4.4,-9999,-9999,-9999
EPA,2001,8,15,Cascades,Battle Ax,49,none,none,44.7782,-122.1476,1321,8,2534,50,middle,20,50,111,11030,210,4.4,-9999,-9999,-9999
EPA,2001,8,15,Cascades,Battle Ax,50,none,none,44.8094,-122.2324,1032,8.51,2484,63,top,0,20,56,6380,190,4.8,56,36,8
EPA,2001,8,15,Cascades,Battle Ax,50,none,none,44.8094,-122.2324,1032,8.51,2484,63,middle,20,50,117,9780,280,5.07,53,43,4
EPA,2001,8,15,Cascades,Battle Ax,50,none,none,44.8094,-122.2324,1032,8.51,2484,63,bottom,50,100,235,3760,260,5.7,-9999,-9999,-9999
EPA,2001,8,15,Cascades,Battle Ax,52,none,none,44.8285,-122.2429,773,8.51,2484,57,top,0,20,82,7800,170,4.53,49,41,10
EPA,2001,8,15,Cascades,Battle Ax,52,none,none,44.8285,-122.2429,773,8.51,2484,57,middle,20,50,162,5730,140,4.87,49,40,11
EPA,2001,8,15,Cascades,Battle Ax,52,none,none,44.8285,-122.2429,773,8.51,2484,57,bottom,50,100,485,9310,240,5.2,39,44,17
EPA,2001,8,15,Cascades,Battle Ax,53,none,none,44.836,-122.2246,1039,7.84,2501,50,top,0,20,20,2980,60,4.33,66,29,5
EPA,2001,8,15,Cascades,Battle Ax,53,none,none,44.836,-122.2246,1039,7.84,2501,50,middle,20,50,123,7580,170,4.33,-9999,-9999,-9999
EPA,2001,8,14,Cascades,Battle Ax,54,none,none,44.8386,-122.2342,984,8.51,2484,50,top,0,20,18,4760,90,3.87,62,34,4
EPA,2001,8,14,Cascades,Battle Ax,54,none,none,44.8386,-122.2342,984,8.51,2484,50,middle,20,50,111,22710,410,3.87,-9999,-9999,-9999
EPA,2001,8,21,Cascades,Mount Jefferson,55,none,none,44.7035,-121.873,1229,6.64,2102,50,top,0,20,104,7790,180,5.2,73,24,3
EPA,2001,8,21,Cascades,Mount Jefferson,55,none,none,44.7035,-121.873,1229,6.64,2102,50,middle,20,50,156,8940,180,5.2,-9999,-9999,-9999
EPA,2001,8,21,Cascades,Mount Jefferson,56,none,none,44.6877,-121.8699,1163,6.64,2102,50,top,0,20,100,4630,100,5.5,69,28,3
EPA,2001,8,21,Cascades,Mount Jefferson,56,none,none,44.6877,-121.8699,1163,6.64,2102,50,middle,20,50,129,4450,100,5.57,-9999,-9999,-9999
EPA,2001,8,21,Cascades,Mount Jefferson,57,none,none,44.7004,-121.8761,1094,6.64,2102,50,top,0,20,64,7100,230,5.57,73,24,3
EPA,2001,8,21,Cascades,Mount Jefferson,57,none,none,44.7004,-121.8761,1094,6.64,2102,50,middle,20,50,126,10560,350,5.5,71,25,4
EPA,2001,8,22,Cascades,Mount Jefferson,59,none,none,44.6882,-121.865,1192,6.58,2117,63,top,0,20,94,22950,430,4.47,68,29,3
EPA,2001,8,22,Cascades,Mount Jefferson,59,none,none,44.6882,-121.865,1192,6.58,2117,63,middle,20,50,159,19620,350,4.8,70,27,3
EPA,2001,8,22,Cascades,Mount Jefferson,59,none,none,44.6882,-121.865,1192,6.58,2117,63,bottom,50,100,120,7020,120,4.7,-9999,-9999,-9999
EPA,2001,6,15,Cascades,Mount Jefferson,60,none,none,44.6958,-121.8698,1076,6.64,2102,53,top,0,20,96,17640,250,4.33,80,17,3
EPA,2001,6,15,Cascades,Mount Jefferson,60,none,none,44.6958,-121.8698,1076,6.64,2102,53,middle,20,50,273,17150,210,4.73,83,14,3
EPA,2001,6,15,Cascades,Mount Jefferson,60,none,none,44.6958,-121.8698,1076,6.64,2102,53,bottom,50,100,450,9720,220,5.1,84,14,2
EPA,2001,6,19,Cascades,Mill City,61,none,none,44.644,-122.4507,1093,9.31,2312,67,top,0,20,62,9490,200,4.8,63,28,9
EPA,2001,6,19,Cascades,Mill City,61,none,none,44.644,-122.4507,1093,9.31,2312,67,middle,20,50,249,9640,270,5.17,39,47,14
EPA,2001,6,19,Cascades,Mill City,61,none,none,44.644,-122.4507,1093,9.31,2312,67,bottom,50,100,460,5930,90,5.3,33,55,12
EPA,2001,6,15,Cascades,Mill City,62,none,none,44.6886,-122.4967,494,9.49,2222,95,top,0,20,170,7860,390,5.4,35,41,24
EPA,2001,6,15,Cascades,Mill City,62,none,none,44.6886,-122.4967,494,9.49,2222,95,middle,20,50,327,9120,450,5.4,31,40,29
EPA,2001,6,15,Cascades,Mill City,62,none,none,44.6886,-122.4967,494,9.49,2222,95,bottom,50,100,510,4650,260,5.4,29,37,34
EPA,2001,6,20,Cascades,Mill City,63,none,none,44.6358,-122.4955,854,9.2,2358,77,top,0,20,60,6210,190,5.17,59,32,9
EPA,2001,6,20,Cascades,Mill City,63,none,none,44.6358,-122.4955,854,9.2,2358,77,middle,20,50,219,11460,400,5.4,49,37,14
EPA,2001,6,20,Cascades,Mill City,63,none,none,44.6358,-122.4955,854,9.2,2358,77,bottom,50,100,590,9660,340,5.2,40,41,19
EPA,2001,6,20,Cascades,Mill City,64,none,none,44.7248,-122.4212,569,10.58,1683,55,top,0,20,86,9900,360,5.7,50,41,9
EPA,2001,6,20,Cascades,Mill City,64,none,none,44.7248,-122.4212,569,10.58,1683,55,middle,20,50,249,18020,650,5.8,46,43,11
